vehicle_coordinates
[668 771],[669 790],[662 790],[661 772],[661 772],[661 772],[668 771]
[678 770],[679 789],[672 789],[671 771],[671 771],[671 771],[678 770]
[703 773],[704 792],[697 792],[696 774],[696 774],[696 774],[703 773]
[722 771],[723 791],[715 791],[714 771],[714 771],[714 771],[722 771]
[733 772],[734 793],[726 793],[726 772],[726 772],[726 772],[733 772]
[809 757],[788 757],[788 750],[806 750],[806 750],[807 750],[809 757]
[869 774],[848 774],[849 767],[869 767],[868 766],[868 767],[869 774]
[801 804],[781 803],[782 795],[800 797],[800 797],[802 798],[801 804]
[ 340 1292],[ 337 1300],[ 358 1302],[ 358 1298],[ 340 1292]
[ 1 96],[ 8 95],[ 10 114],[  3 114],[ 1 96]
[653 995],[662 995],[ 662 1012],[ 655 1012],[653 995]
[ 659 1225],[ 668 1225],[ 668 1246],[ 660 1246],[ 659 1225]
[1187 1264],[1187 1272],[1206 1274],[1206 1266],[1187 1264]
[1186 1227],[1186 1236],[1206 1237],[1205 1229],[1186 1227]
[1001 1037],[1009 1036],[1011 1053],[1004 1054],[1001 1037]
[998 751],[1009  751],[1008  769],[1001  768],[998 751]
[922 627],[922 636],[940 636],[940 627],[922 627]
[310  95],[309 105],[332 107],[332  98],[310  95]
[ 252 1197],[ 251 1215],[ 261 1217],[ 263 1198],[ 252 1197]
[ 264 1198],[ 263 1217],[ 275 1219],[ 275 1200],[ 264 1198]
[ 360 1297],[ 362 1289],[ 345 1277],[ 343 1289],[ 360 1297]
[ 601 1275],[ 600 1294],[ 610 1294],[ 608 1276],[ 601 1275]
[ 612 1291],[ 612 1301],[ 621 1300],[ 621 1292],[ 612 1291]
[ 646 1272],[ 645 1295],[ 652 1295],[ 654 1274],[ 646 1272]
[ 767 1019],[ 768 1036],[ 777 1037],[ 777 1021],[ 767 1019]
[734 879],[733 896],[740 897],[742 880],[734 879]
[677 834],[678 856],[686 856],[687 834],[677 834]
[758 835],[757 854],[765 856],[766 836],[758 835]
[744 834],[744 857],[755 858],[754 834],[744 834]
[616 775],[616 794],[625 795],[625 775],[616 775]
[784 728],[788 739],[810 729],[806 721],[784 728]
[778 716],[782 726],[805 716],[799 709],[778 716]
[848 709],[848 720],[867 720],[868 710],[848 709]
[871 709],[870 719],[896 721],[893 710],[871 709]
[850 747],[849 757],[869 758],[870 750],[850 747]
[1029  878],[1029  896],[1037  896],[1037  878],[1029  878]
